notes,commentaires 
5.0 out of 5 stars,love
5.0 out of 5 stars,amazing product thank you
5.0 out of 5 stars,great value got grandfather great coverage outdoors
5.0 out of 5 stars,exactly ordered couldn't satisfied
5.0 out of 5 stars,great phone new accessories
5.0 out of 5 stars,value money unlike apple
5.0 out of 5 stars,good
5.0 out of 5 stars,excellent
5.0 out of 5 stars,product came really fast promissed terrific product i'm satisfied far
5.0 out of 5 stars,received described
5.0 out of 5 stars,great amazing camera speakers sound great
5.0 out of 5 stars,upgraded cheaper getting verizon battery life good great pictures love fingerprint unlock
5.0 out of 5 stars,bought niece loves it happy battery life speed
5.0 out of 5 stars,complain time got loving it
5.0 out of 5 stars,perfect android
1.0 out of 5 stars,intrusive overtaking display way bright adjusted brightness lost detaili hate android intrusive lacks security eats data maintain security constant updating
5.0 out of 5 stars,excelent product
5.0 out of 5 stars,good phone super fast camera awesome love it
5.0 out of 5 stars,book included sure features discovered yet
5.0 out of 5 stars,loving
5.0 out of 5 stars,came smiled hard works great genuinely impressed satisfied
5.0 out of 5 stars,perfect phone keep running notch guy commercials lol
5.0 out of 5 stars,takes awesome pics
5.0 out of 5 stars,bunch awesome functionality nice modern look
5.0 out of 5 stars,moving edge definitely better every aspect
4.0 out of 5 stars,battery doesn't last reported
5.0 out of 5 stars,battery life ok picture good see print ordinary
5.0 out of 5 stars,one best android phones available market
5.0 out of 5 stars,product working fine good price deal
5.0 out of 5 stars,unlocked works well guatemala
5.0 out of 5 stars,easy change carrier easy use
5.0 out of 5 stars,awesome phone works great verizon issues all
5.0 out of 5 stars,arrived described timely delivery happy seller
5.0 out of 5 stars,good phone wish large samsung note pleased it charges fast
5.0 out of 5 stars,happy buy amaizing smartphone issues problems hightly recomended
5.0 out of 5 stars,great phone great price smooth purchase delivery way
5.0 out of 5 stars,sell promote purposes
1.0 out of 5 stars,weĺl ordered instead got note pad calender
5.0 out of 5 stars,can't say anything bad phone
5.0 out of 5 stars,love new fone
5.0 out of 5 stars,best ever owned
5.0 out of 5 stars,mejor lo mejor mucho mejor con amazon prime gracias
5.0 out of 5 stars,good
5.0 out of 5 stars,satisfied quality headsethighly recommended
1.0 out of 5 stars,not unlocked phone waste time
5.0 out of 5 stars,not huge difference except camera want save  better wait s
5.0 out of 5 stars,great price great deliverd time
3.0 out of 5 stars,earphones microphone package doesn't work
5.0 out of 5 stars,love it
5.0 out of 5 stars,upgraded edge massive improvement
5.0 out of 5 stars,great
3.0 out of 5 stars,terrible lcd samsung proved junk computer world
4.0 out of 5 stars,necesito envien una factura por compra este producto gracias
5.0 out of 5 stars,love new phone better imagine bought use colombia problem completely unlocked recomended
5.0 out of 5 stars,everyday use calls text streaming navigation
4.0 out of 5 stars,everything great except wired headphones come already stopped working using first time
5.0 out of 5 stars,amazing bought boyfriend christmas loves it
5.0 out of 5 stars,bought gift replace son's edge loves it since he's happy i'm happy
5.0 out of 5 stars,lives expectations far not issues
5.0 out of 5 stars,great item
5.0 out of 5 stars,i've using galaxy almost month works well
5.0 out of 5 stars,nice
3.0 out of 5 stars,overall built quality good battery average display amazing
5.0 out of 5 stars,great price good quality
5.0 out of 5 stars,awesomeness
5.0 out of 5 stars,excelente teléfono recomendado
5.0 out of 5 stars,hours samsung guy ssactive beast zero lag looks feels rich af
5.0 out of 5 stars,best
5.0 out of 5 stars,great love
5.0 out of 5 stars,good phone
5.0 out of 5 stars,unlocked love
5.0 out of 5 stars,perfect cellphone included accesories recommend it
5.0 out of 5 stars,love samsung phones not exception really happy purchase
1.0 out of 5 stars,bought directly samsungcom wow huge mistake got phone switched service verizon sent old credit next day noticed minor physical damage shipping going let slide thought nah bought thing fix itsamsung refuses anything refund sending back phone cant without phone business depends talking clients asked send new one ill return defective one switch service over refuse i'm blown away bought amazon best buy or hell even verizon would given option tried talking managers tried using chat email nothing worksthe inst bad samsung customer service disgusting coming guy qled tv family hub smart fridge touchscreen washer dryer literally everything else samsung offersyou lost customer life loved guys sad way go
5.0 out of 5 stars,best mobil electronic device i've ever purchased
5.0 out of 5 stars,works well
5.0 out of 5 stars,ok great great product recommended seller
5.0 out of 5 stars,issues transferring verizon sim card excellent transaction
5.0 out of 5 stars,love it
5.0 out of 5 stars,glad upgraded
5.0 out of 5 stars,complaint everything's good
5.0 out of 5 stars,new amazing phone came every accesory
5.0 out of 5 stars,received quickly unlocked love it
5.0 out of 5 stars,excellent
5.0 out of 5 stars,time delivery good item well described near perfect
5.0 out of 5 stars,best right cost note also pretty good
5.0 out of 5 stars,perfect phone expected
5.0 out of 5 stars,great product
5.0 out of 5 stars,works perfectly
5.0 out of 5 stars,far good got impressed happy purchased
4.0 out of 5 stars,personal
1.0 out of 5 stars,pedi s que mandaron el
1.0 out of 5 stars,error code mm unit not unlocked
5.0 out of 5 stars,good one
2.0 out of 5 stars,quiero regreaar tel samsung galaxy
5.0 out of 5 stars,muy buen equipo todas sus funciones
1.0 out of 5 stars,headphones not original samsung
5.0 out of 5 stars,new works great
3.0 out of 5 stars,came without charger
4.0 out of 5 stars,good part
5.0 out of 5 stars,excelente producto garantizado
5.0 out of 5 stars,needed
5.0 out of 5 stars,great battery life
5.0 out of 5 stars,good product
5.0 out of 5 stars,lots customization options
5.0 out of 5 stars,esta bueno
5.0 out of 5 stars,love every bit it
5.0 out of 5 stars,great upgrade s
5.0 out of 5 stars,working perfectly loved it
5.0 out of 5 stars,excelent condition new
5.0 out of 5 stars,everything perfect packaging perfect brand new
5.0 out of 5 stars,mom loved it even cry
5.0 out of 5 stars,great phone lots storage
5.0 out of 5 stars,love switch iphone
5.0 out of 5 stars,aux jack card slot got money
3.0 out of 5 stars,many missing features enjoyed custom notification sounds individual emails bad we're working getting feature back you want samsung email app automatically show emails longer months ago nope search vip one email address listed contacts oh we'll split two separate contacts import email app oh want person show one contact bad feature isn't availablehonestly downgraded features make upgraded average best pay premium price get standard phone great job samsung i'll update better review put back integral features
5.0 out of 5 stars,perfecto
5.0 out of 5 stars,replaced
5.0 out of 5 stars,bueno
5.0 out of 5 stars,i'm happy need good case
5.0 out of 5 stars,amazing payed
5.0 out of 5 stars,fast easy set love already
2.0 out of 5 stars,bueno cómodo
5.0 out of 5 stars,great price
4.0 out of 5 stars,moved iphone hwawei galaxy
5.0 out of 5 stars,fastest android i've ever used
5.0 out of 5 stars,great phone great camera glad bought it
1.0 out of 5 stars,doesn’t work
5.0 out of 5 stars,amazing phone i'm love
5.0 out of 5 stars,good
4.0 out of 5 stars,great
5.0 out of 5 stars,promises easy use
5.0 out of 5 stars,great great price
5.0 out of 5 stars,not bad
4.0 out of 5 stars,battery life better
5.0 out of 5 stars,everything works promised
5.0 out of 5 stars,great phone
2.0 out of 5 stars,keyboard horrible matter change settings large make keyboard not advanced ios working apps cutting pasting sharing simply managing pictures contacts personal computer could dealt tha keyboard simply not functional added fingerprint scan open apps e log reset frequently don’t forget passwords given time required log manually often unlike iphone
5.0 out of 5 stars,really amazing smart
5.0 out of 5 stars,replace got plus loving upgrade far got unlocked instead buying straight talk still use straight talk works wonders want sure color wanted blue favorite color went purple one fell color not regretting it
5.0 out of 5 stars,excellent phone
5.0 out of 5 stars,love it waited week get far worth wait ordered new that's way camesuch smooth experience new i'm hoping doesn't get bogged time definitely better choice  new iphone budget awesome camera i'm still learning features coming motorola
5.0 out of 5 stars,great
5.0 out of 5 stars,muy bueno
5.0 out of 5 stars,great pone looks like new
5.0 out of 5 stars,nothing
5.0 out of 5 stars,fast great
4.0 out of 5 stars,burn
3.0 out of 5 stars,camera amazing disappointed samsung's promotion policy seller listed samsung promotions actual samsung website not apply purchases amazoni also found bixby difficult use google siri simple comparison
5.0 out of 5 stars,excellent device
5.0 out of 5 stars,like works fine
5.0 out of 5 stars,satisfied
5.0 out of 5 stars,satisfecho
5.0 out of 5 stars,great phone picture quality amazing good battery
5.0 out of 5 stars,love phoneits amazinghave iphone fan user long long time this far way ahead iphone little anxious tabout rying new never used samsung before withing two days got used phoneits easy use customize got many featuresit even gives hints using itthe awesome concerned app security modify apps settings controll apps access content contacts alsowhen think price compared iphone xits much reasonably pricedthis way ahead iphonei usually dont write reviews deserves reviewtry it amazedit's awesome phonethis way ahead apple lot work dowish could buy everyone knowon scale this deserves stars
5.0 out of 5 stars,nice
5.0 out of 5 stars,perfect condition recommend
5.0 out of 5 stars,useful
5.0 out of 5 stars,great phone
5.0 out of 5 stars,really like unlocked phone
5.0 out of 5 stars,happy phone
5.0 out of 5 stars,beautiful camera super fast processor great phone
5.0 out of 5 stars,muy bien todo
5.0 out of 5 stars,everyday use amazing
5.0 out of 5 stars,amazing
4.0 out of 5 stars,battery life short
5.0 out of 5 stars,good
5.0 out of 5 stars,best galaxy yet see believe it coral blue stunning
5.0 out of 5 stars,perfect wowed
5.0 out of 5 stars,works advertised
5.0 out of 5 stars,great
5.0 out of 5 stars,excellent
5.0 out of 5 stars,nice
5.0 out of 5 stars,i'm happy new phone
5.0 out of 5 stars,amazing love
5.0 out of 5 stars,excelent thanks
5.0 out of 5 stars,like every thing
5.0 out of 5 stars,good item
1.0 out of 5 stars,got dummy boxi need not say anymore
5.0 out of 5 stars,love
5.0 out of 5 stars,perfect
5.0 out of 5 stars,amazing camera
5.0 out of 5 stars,perfect
5.0 out of 5 stars,muy buenofunciona perfecto
5.0 out of 5 stars,writing review nowworks expected
5.0 out of 5 stars,todo excelente gautemala
5.0 out of 5 stars,like
5.0 out of 5 stars,excellent phone take great pictures
5.0 out of 5 stars,good quality
5.0 out of 5 stars,excellent product functions great performance
5.0 out of 5 stars,excellent battery life
5.0 out of 5 stars,works
5.0 out of 5 stars,best smartphone i've owned date
5.0 out of 5 stars,calling messaging pictures best
5.0 out of 5 stars,fantastic
5.0 out of 5 stars,best choise made
5.0 out of 5 stars,muy bueno excelente
5.0 out of 5 stars,excellent
5.0 out of 5 stars,nice
1.0 out of 5 stars,overheating blocking activities
4.0 out of 5 stars,fantastic overall fast oreo os running best screen market far good camera speakers good batterycons call quality horrible hope samsung improve issue update soon possible bixby button sucks portrait mode cam not good iphone
5.0 out of 5 stars,got replace blu hd let tell fantastic upgrade yet delve software features yet around every day use phone amazing tested slow motion video wyoming at works like charm except totally dark settings there's not enough light activate feature waited months maybe don't regret purchase amazing well worth price update review i've six months
2.0 out of 5 stars,samsung bloatware outrageous way remove it disable still nags use it already bought phone must use awful apps none better stock android versions exact thing would stars came stock android
2.0 out of 5 stars,okay doesn't live hype
5.0 out of 5 stars,love new phone right size easy handle smaller hands enjoy using swipe feature done one hand responsive long enough learn features far worked wonderfully met expectations
5.0 out of 5 stars,bought gift sister love him
1.0 out of 5 stars,not receive european model instead model not cdma capability work verizon despite review questionsanswers state work att ended switch get working
5.0 out of 5 stars,love new phone galaxy series since straight talk unlocked samsung buy bring sim kit bucks change transfer quick easy works great
5.0 out of 5 stars,really love cell smooth scrolling awesome pics great battery life wireless charging can't complain
5.0 out of 5 stars,probably best i've purchased long time would definitely recommend someone looking upgrade especially don't want pay similar performance something like say iphone almost bought iphone looking decided s glad did display pretty awesome nice colors storage capacity great well added benefit adding card extra memory speed high even lot apps open probably due gb ram superb performance overall impressed sure
1.0 out of 5 stars,bought samsung galaxy s second month appear message moisture inside even not put inside water not permit charge cable possible supouse certification try make refund lot inconvenients live country
5.0 out of 5 stars,cheapest way buy phone new dont buy referbiushed waste money
1.0 out of 5 stars,doesn’t work properly hungs frequently
5.0 out of 5 stars,wow phone everything instant web pages apps taking pix battery lasts long time screen amazing click buy glad did
5.0 out of 5 stars,coco
4.0 out of 5 stars,works great
5.0 out of 5 stars,upgraded tell best market currently i've loyal samsung customer years hold long term use really keep something worth purchasing iphone lacks makes for ram expandable storage option gb's beautiful display somewhat pricethe advance expensive technology be places already ahead many companies samsung truly improved upon phone say i'm satisfied
4.0 out of 5 stars,awesome phone love it however received wrong color double checked order coral blue recieved purple color
5.0 out of 5 stars,great phone great price
5.0 out of 5 stars,muy buen celular
5.0 out of 5 stars,really like
5.0 out of 5 stars,sexiest ever
5.0 out of 5 stars,love upgrade latest spicture quality battery life grasp
1.0 out of 5 stars,don't buy phone samsung useless battery literally see battery life decreasing right eyes doesn't last full normal use that's without use videos spotify fast amazingly fast not worth money def not worth ita must able day without running battery that's cos disabled important features like face iris recognitionterrible you i'd stay away it
5.0 out of 5 stars,
5.0 out of 5 stars,loved new phone arrived expected delay works perfectly beautiful recommended
5.0 out of 5 stars,best android smartphone
5.0 out of 5 stars,muy buen telefono
5.0 out of 5 stars,awesome
5.0 out of 5 stars,works great
5.0 out of 5 stars,great phone loving it
5.0 out of 5 stars,todo llegó muy bien les recomiendo este producto
5.0 out of 5 stars,verygood
5.0 out of 5 stars,runs perfect
5.0 out of 5 stars,nothing complain about transferred sim card updated started using really like
2.0 out of 5 stars,lot problem whit mounthfilm dont soport minutes dobr impot used micro dobt work good take put put work
5.0 out of 5 stars,great phone everything works perfect think fix battery life doesn't get drain fast could make last little bit longer could perfect
4.0 out of 5 stars,like still learning use it not like features not really tech savvy
5.0 out of 5 stars,good
2.0 out of 5 stars,sólo duro meses óptimas condiciones despues empezó fallar mic
5.0 out of 5 stars,perfecto gracias
5.0 out of 5 stars,love
5.0 out of 5 stars,worth every penny
4.0 out of 5 stars,really need return item cannot hear anything without using speaker
5.0 out of 5 stars,excelente
5.0 out of 5 stars,good
5.0 out of 5 stars,great every day use gaming everything need bascically
5.0 out of 5 stars,everything works great
5.0 out of 5 stars,brilliant device absolutely love it
5.0 out of 5 stars,perfect sending noodles
5.0 out of 5 stars,worth every single penny
5.0 out of 5 stars,
3.0 out of 5 stars,says throw card additional benefits comes purchasing provider not work example att not get lgt speeds unlocked version disappointed research find samsung says vs really not purchased provider
1.0 out of 5 stars,pantalla pone gris desploquea
5.0 out of 5 stars,love it😍😍
3.0 out of 5 stars,bluetooth connection issue blue tiger headsets samsung aware yet correct
4.0 out of 5 stars,love it
3.0 out of 5 stars,everything okay except fact video calling feature completely missing called samsung fix said company issue called company said samsung issue completely frustrating
4.0 out of 5 stars,everything samsung galaxy awesome except volume controls not functioning sorry stars
4.0 out of 5 stars,purchased lilac purple sunday afternoon delivered monday morning new damages others talked parts accessories included like would get purchased samsungcom also chose bundle included gb mini card well fast wireless charger stand bundle extra cost price tax great deal ask me coming samsung note minor upgrades note minor upgrades worth buying  snappy sound due dual speakers makes world difference camera better note ar emojis fun note comes out sure compare mean time switch note daily driver its something pen note not let go great phone would reccomend device
1.0 out of 5 stars,received box felt would hard keep hold hands damp also issues within screen keyboard like fact could tel play notification tone call also like fact could turn call connecteddisconnected tonesthe also things can't live with would play notification tone whenever would connect bluetooth keyboard hard wired keyboard it couldn't find way turn off contacted samsung told way works wasn't way turn off customer service samsung thoughts lacking besti also got notification tones turned onoff voice assistant blind people use phone thhen top that using voice assistant couldn't get caller repete would say it tried quite caller programs none worked using bluetooth headset get caller speak every seconds so without headset connected bluetooth workedthe finger commands voice assistant part don't work call example i'm not call voice assistant running could triple tap two fingers get status information like time network wifi etc call says nothing way lot commands don't workto blind person would stay away way currently is
5.0 out of 5 stars,awesome highly recommend itthe arrived without damagesthe delivery couple days late thoughthe box general accessories get box
1.0 out of 5 stars,love phone nick finger print scanner straight box past phones i've samsung i've never problem would give stars but can't pay much expect scratch paint missing there
1.0 out of 5 stars,compre equipo tiene poco lo empeze usar verdad estoy conforme por que todo tiempo le señal datos internet debe ser defecto fábrica también muchas ocasiones día quedo sin línea teléfono quisiera el rembolso mi dinero estoy conforme con el producto apenas mando este mensaje por quería ver que relamente tenía la falla
5.0 out of 5 stars,great phone brand new box
1.0 out of 5 stars,not even fully unlocked can't verizon carrier i'm lowkey mad refund time
1.0 out of 5 stars, important if you’re coming iphone gonna wow comes display panel camera wireless charging android flexibility widgets etc business applications calendar email etc if you’re heavy imessage users love apple ecosystem battery life iphone better s thin square feeling hold iphone sits better hand may not like phonei got second iphone camera screen kicks iphone butt hands down stars battery lifeupdatechanging one star june  still running android security patch feb not buy samsung phones seem fail push updates time leaving vulnerable threats shame samsung
2.0 out of 5 stars,mobile networks apn says tracfone reseller price not want reburbished phone not thiat mms messages not come can't life me find write messagei'm sure that's something i've overlooked thoughall all loved galaxy could find way charging battery i'd continue using it prongs screwed updon't get wrong guess beautiful techies doesn't old did wish could find new galaxy i'm sure they're refurbished too  i'm really disappointed lot features don't work phonenot worth almost going return
1.0 out of 5 stars,product not advertised faq's stated available use sprint network took sprint store told particular ordered not compatible sprint
5.0 out of 5 stars,great device
5.0 out of 5 stars,everything
5.0 out of 5 stars,amazing don't even think it get itthe thing envy iphone dynamic software navegationotherwise must best market nowadays
1.0 out of 5 stars,galaxy stolen package
1.0 out of 5 stars,replace three times
3.0 out of 5 stars,smartphone amazing charger died second day used it
5.0 out of 5 stars,buy wife love thank guys keeping good job
1.0 out of 5 stars,great upgraded galaxy plus problem volume notifications text messages etc terrible pocket can't hear it lot complaints online wouldn't purchase samsung fixes problem i've rated star make sure noticed
5.0 out of 5 stars,galaxy samsung's flagship currently runs android's latest version device powered qualcomm's processor headphone jack usb port charges  hour min  buttons power button volume control button samsung bixby voice assistant button one biggest changes camera dual camera performs well low light camera modes include auto video hyperlapse super slomo food camera produces amazing images  fps video unlocking use pin password pattern fingerprint iris face wireless charging allows lay pad without plugging in curved screen phenomenal one interesting inclusion heart rate monitor next camera used samsung health app thin light great feel samsung done great job s great price highly recommend
5.0 out of 5 stars, smoothest samsung experience truly market leader android used xperia lg flagships times paid full release amount phones best experience far used wave samsung corby was disappointed both gave samsung chance gear got impressed hence tried refined software redifned flaws innovation successfull flagship didn't delivered awesome device
3.0 out of 5 stars,first bought galaxy thru xfinity mobile much impressed graphics camera overall sleek design responsive easily adaptable price find great quality phone unfortunately couldve done things differently would've bought seems new model still kinks samsung needs work outthe battery weak doesn't even last half day hours moderate use also design sometimes make screen easily crackable raised edges the case bought could not protect fell ground
2.0 out of 5 stars,galaxy ans iphone purchased galaxy  camera samsung destroys apple's product offerings one main reasons getting phone still think apple far superior android glitches galore turned notifications still get app two notify even not disturb put on odd thing seems preform much faster better camera s several occasions used huge difference speed pic quality would take s screen seems sharper larger size not worth is horrible bixby feature galaxy made samsung customer making apple seem appealing prefer aspect ratio screen apple speakers better galaxy price through apple better except camera
1.0 out of 5 stars,returned item not get akg earplugs box
5.0 out of 5 stars,love far earphones biggest downside it look pathetically made sound bad overall beauty
1.0 out of 5 stars,came without charger gets hot used
2.0 out of 5 stars,appears mint condition delivery fast however received sprint version wich not compatible verizon return
3.0 out of 5 stars,went premium getting s rather disappointed first there's huge amounts bloatware ended disabling packages device didn't needwant then couldn't root it hey device able whatever want including putting custom rom curved screen actually negative can't get good screen protector it finally screen actually smaller nexus before going back google next time loved past kicking changing
1.0 out of 5 stars,lets start positives fast responsive camera good ample storage usbc also headphone jack sadly scarce now negatives biggest one rounded edges display and reason probably selling phone make impossible hold one hand always detect palm imput mess touch sensors also gives warping effect video watched edges always deformed also screen scratches way easy since april screen already scratched point intrusive note since launch day not single scratch screen getting scratches within days getting itnow lets talk bixby bixby button bixby waste space original siri worked better not mention google assistant also device works lot better tried bind google assistant bixby button next issue can't remap dedicated hardware button thought samsung would learned reviews guess didn't don't worry made able disable bixby button basically puts second press rather tap otherwise remains activenow things don't classify negatives personally don't like properly called seems weird pushes top buttons little high convenient use decently large hands still finding straining thumb hit drop menus open notifications also video content  making weird bothi also prefer dedicated hardware buttons older galaxies either hide them means order home button need swipe up always popping rather scroll swipe up gets incredibly annoying extremely quickly option lock buttons screen makes sense not waste battery powering since white light gray background also get burnin since oled display also point whats point onscreen buttons could physical buttons work better allow front fingerprint scannersall strong positives phone get completely outweighed negatives imo
3.0 out of 5 stars,gave stars not come sim card tray gaping hole be took verizon get number info transferred it couldn't it wasn't one loose box anywhere didn't it searched many reviews item didn't see anyone else mention problem maybe anomaly not sim card tray anyways order one online arrives get info transferred test phone
5.0 out of 5 stars,love
5.0 out of 5 stars,like tis
1.0 out of 5 stars,owned two samsung phones don't know bought got received updates would run slower battery life would barely last hours year s  months starting path worse part try refuse updates samsung forces upon you contacted help said recommend nothing more bought android thought would freedom software use refuse updates longer case next apple iphone refuse updates better privacy protection
1.0 out of 5 stars,purchased one right other not here litany problems summarize battery died first day gaming nothing except talking couple hours taking pictures truly  ringtones would not work texting unless talking phone master reset otherwise got vibration aaagh again nothing done not done called carrier consumer cellular told something could not hard shock told take target not get target got supervisor master reset that could not even use phone texting calls phone messes files ringtones won't work texting  unless i'm talking  battery bleeds like nobody's business don't game don't bank got bloody thing went bad wanted larger screen  thing tells badges show receive message notification don't again not bad beyond glitchydon't it
5.0 out of 5 stars,receiving tried activate sprint wouldnt work using current card went sprint store bought new one still didnt work went sprints website typed imei number stated work sprint network called customer service gave iemi shipped new sim card called activate new sim card works suggestion call sprint give iemi number send sim nice however camera super dark trying use superslowmo
1.0 out of 5 stars,beware unlocked not advanced calling video calling capability went s went backwards features seller info declare deficiencies sales pitch
5.0 out of 5 stars,proseverything expensive great camera display sound processing speed etcheadphone jackmicro slot memory expandable gbavailable pretty much carrier think usa unlike great phones like one six plusandroid options like mess devices and lots great apps not available iosvery good looking phonesuper fast data usagesuper fast fingerprint unlockmehsbattery lifekeyboard tad laggy imo can improved even changed mess aroundbixby has soo much potential kinda sucks rn bixby button whya apps bit optimization compared iosar animoji isn't good iphone x's version mean idc might lolface recognition meh compared iphone x'sconsprice this iphone expensive still bought it still if tight money buy different new good android phone really tight buy good used something sort recent iphonefragile buy case screen protector day onelike bloatware apps remove thankfullyoverall don't think i'll ever pay even though keep mine three years replace i'd rather something better money however damn good recommend keep phones someone needs best every year compared friends have better imo x things better still personally prefer coming iphone obviously huge leap terms phones lol like want try android rather going back ios buy good like one or huawai pro one six plus basically good android phone won't regret it stay android andor samsung three years don't know things keep getting better right android sure damn will
5.0 out of 5 stars,owned apple products years loved beginning thought would never switch another product increasing price little new innovation new products decided try new product came across samsung much research decided try out got galaxy say wow camera amazing take high quality pictures adjust lighting fit background battery life lasts forever  days minimum without charge constantly face fingerprint great even use face pitch dark works storage unbelievable store pictures still room apps lots contacts overall great honestly say never back apple
1.0 out of 5 stars,samsung not care customer satisfaction customercentric culture foreign idea experience never buy samsung electronic device convince friends family avoid trainwreck alsobought new july best buy started act couple months later not taking charge finally turning brick since road hell samsung questionable quality dealing worst customer service ever encountered unbelievable expected samsung par apple boy disappointedso essentially following cycle would not take charge repair weeks would take charge day would not take charge repair weeks would take charge day would not take charge repair weeks would take charge day would not take charge finally decided call customer service again demanding refund fed whole brand altogether quite ride guys too took first days reply sorry take back nothing called last friday  demanding refund again told hrs decision nothing called wednesday hours escalated someone else told five days need wait friday today they'd call decision waited till friday's late afternoon course nobody called elevated again spending hr demanding information told cannot refunded not even exchanged repaired because policies say main board replaced next week supposed get international trip stranded without one got 's around buy new phones anytime feel itit unbelievable unrealistic policies not matter breaks times the thing would not replace it let alone refund it cause it wasn't motherboard communications even level manager  pointless banging head wall corporate baloney  rather cared customer genuinely get hit product poor qualitygo iphone instead maybe phones aren't androids least true customer service there
5.0 out of 5 stars,iphone sold this iphone huge disappointment used buy nothing apple products realized far behind apple is much larger display higher quality no annoying top notch top camera better took pictures phones samsung pick fine print picture wall standing ft away iphone blurry print wasn't legible incredible aperture take crisp pictures even low light don't believe oversaturated depends area screen tap adjust colors accordingly overall probably one best cameras marketthe specs good able multitask without issuesthe battery life average me not much would like not terrible either use lot business emails video etc gets majority working hours around hours screen timecoming iphone user much better
4.0 out of 5 stars,great lot cool features topnotch camera could without bixby overwhelming number useless apps it addition pricewise not exponentially better x blackberry switched suffers following issues take notchgoogle play doesn't download album art transfer music computer not end world wasn't missing album covers library downloaded payforplay music player pushed google play next page wanted whatever album art could get without it find kind blandi astounded emails calls texts different places hub stream similar found needed download blackberry hub android feature provides user one stream emails calls text messages blackberry hub android best thing since sliced bread available either free without ads days ads that cents month without ads thereafter human factors perspective something samsung offering especially advanced rate developmentwhen calendar event opens there's option snoozeplaying music earbuds little disappointing blackberry builtin optional booster sound quality much better richer bass even pair earbuds s good speaker sound thoughi bought thought time upgrade androidbased device could run apps especially proprietary blackberry os going gone extinct s nice phone little lacking not flawless one probably not use play pokemon gaming core features use phone email music android apps  nice latter would also nice best worlds
4.0 out of 5 stars,nice phonecamera super slippery fragile fingerprint magnet case late amazon slipped pocket inches ground screen cracked weak like note better bit buyer's remorse me
3.0 out of 5 stars,like many products days marketing hype i've monthprosspeakers loud clearheadphone amp powerfulsome interesting tweaks audio dolby atmos tube amp etcdisplay outstandingconsbixby button annoyance placement use power button hit bixby button imo useless featuresamsung bloatware knox samsung music gallery etc compared google what's play want delete can'tos updates halfhearted joke want updated os buy new phone includes security updatessamsung concentrate efforts updating security forgo lousy samsung appswould recommend phone depends love audio yes good choice want updated software speed smooth opertation would look elsewhere
4.0 out of 5 stars,good give stars ir port even old chineese one used control air conditioner
1.0 out of 5 stars,bought husband best buy unlocked version got home neither get signal bar lucky went city larger city get signal wish someone would warned unlocked version gets little signal att i'm giving people warning att gets horrible reception
5.0 out of 5 stars,literally best i've ever had loved much decided upgrade version here's layman's review bothpros night photos shines definitely able get every detail possible low lighting battery life massive phone mah mah plenty ram gigs gigs perform extremely well gigs worth ram seems like overkill gigs suffice little slowdowns headphone jack version also comes sweet akg earbuds emoji relatively fun great show people interested checking phone thin phone video quality great speakers samsung pay literally used anywhere accepts cards mimics magnetic strip not like google pay relies ereader live translations bixby vision plus version live photo mode really great feature editable plus version rear cameras optical zoom digital dual capturecons night photos amazing daytime photos sometimes appear overly saturated isn't noticeable size difference phones point bixby really difficult incorporate daily life without actively thinking i give bixby try thin somewhat heavy besides camera isn't massive difference plusverdictas stated above love much upgraded version phones run extremely fast little slowdown even several apps open little bog performance down photos look fantastic especially night versions issue new bixby button not something would actively use least users disable feature overall lovely phone s works well s lacking features camera
2.0 out of 5 stars,great phone problem there problem particular particular vender sprint not work full capacity verizon network particular voicemail icon verizon not work phone icon voicemail called verizon said since made sprint phone nothing it trying help out verizon told could not shared screen process figure problem not willing spend much money much potential discover made wrong company receive service returning get verizon compatible phone
2.0 out of 5 stars,camera not autofocus known problem since came early year still resolution except send back factory wish known bought it
1.0 out of 5 stars,typical samsung flagship phone well built feels premium hand picture quality great shoots even better low light lot features quite complex blue light filter dolby atmos edge light always more simple guy never found features useful slowly started playing them definitely useful not must havewhy give starstoo much samsung bloatware bixby button hell annoying fingerprint face recognition not reliable face recognition rare works battery tends die night standby mode leftupdate yearthe battery horrible barely getting hours screen day charge times day not going buy samsung again
1.0 out of 5 stars,frequently starts talking loud even pocket bag dedicated button pushes something follow online instructions disable voice talking every time autoupdates operating system which forced upon you bixby voice assistant reverted default mode so starts talking loud random times againdo everything avoid phone not buy bixby associated it samsung thinks smarter you took away ability disable voice thing permanently made impossible repurpose additional button anything total garbage
4.0 out of 5 stars,problems activating verizon finally got it great camera pretty much s cool upgrades
4.0 out of 5 stars,already used owned going familiar device samefish design glorious samoled display aspect ratio etc dont expect drastic change going phonehowever improvements dual aperture camera isn't apparent change first dive pro mode stereo speaker setup earpiece finally playing media watching videos playing games better fingerprint sensor location bottom chin also bit smaller there's little asymmetricism going rotate sideways hey dumb notch right samsung's skin still drastically different google's vision android serious work done improve performance still present actually prefer aesthetics samsung experience new name software skin compared stock vanilla android oreoonly downsides see still average battery life general use gorilla glass shatter resistant quite bit easier scratch there's two three microscratches along front glass though oleophobic coating nowhere near sensors not mention hard see might though i'm rockin' naked curved glass also pretty much aesthetics option not least small curved edges would preferable not big issue meeither way s definite option consider planning upgrade new anytime soonedit added photos
