commentaires,notes 
galaxy verizon liked quality craftsmanship performance slick appearance phone however screen cracks easily even case put on careful holding make sure don't drop it otherwise cost repair,3.0 out of 5 stars
bought unlocked another source nexus user happily nexus usage years went bootloop known issue immediately bought spros beautiful design screen awesome like samsung shows battery percent data updownload status bar battery life seems pretty good microsd card capabilitycons screen design curve means much easier breakdamage even case bixby button easy hit pain samsung prevented owners remapping it volume buttons bixby button way high fingerprint reader location sucks shape sucks too nexus right center back big pad easy quick recognition samsung touchwiz launcher better old days still mess vanilla android splitscreen mode not intuitive vanilla android home screen much wasted space second row icons goes well tray wasting space ended downloading google launcher made huge difference camera surprisingly not good nexus especially low light this camera nexus current pixeli called google even though warranty shipping refurb free going pay restocking charge return galaxy wait google pixel samsung name recognition imho not good people think google's service excellent i'm happy continue always latest latest security updates soon come out,3.0 out of 5 stars
loyal samsung customer many years however come screeching halt galaxy stopped working one night not damage way went bed fine got next morning could not connect network went att help worked problem bit finally decided sent samsung received aug not even open box aug received emails day said would repaired warranty cost would fixed business days last heard them however reached countless times now keep getting shuffled repair support customer support executive customer support way means nothing spent hours total time them hung on lied different department availability spoken rudely to put hold outrageous amounts time finally today find repaired twice since sent failed quality control tests repaired time quality control again timeframe given long might take told repeatedly one make decision replace refund phone run small business depend every day weeks since i've itand care whatsoever samsung assured let everyone know possibly horrible unfair customer service shame samsungthis family never purchase another product company,1.0 out of 5 stars
first time actually bought flagship device samsung previous ones variety however say hands best device i've datepros price considering device usually goes usd getting good deal factor made get iphone camera video quality awesome i've never pics looking great super fast like boot effortless switching apps breeze since previous devices ram memory one ram memory eye opener expandable storage card heart battery life great one day without charging moderate high usage good speakers loud like shocked listening youtube videoscons finger print scanner common cry moment placed possibly inconvenient place finger print scanner made entirely glass concern cause i'm klutz recommend getting good case tempered glass screen protectorfyi unlocked used carrier using jamaica right works perfectly finei would recommend anyone good internal build quality two centssamsung galaxy unlocked gb  version midnight black,5.0 out of 5 stars
less weeks old overnight charging came moisture detection message won't charge not water although claims water resistant bubble gum answer use blow dryer clean qtip not working again hasn't water humidity air render less month old unusable worthless move better option see forum sites people experiencing problem either hardware software problem consensus seems became problem last system update,1.0 out of 5 stars
got put phones water resistence test summer working boat slid pocket assumed gone overboard big blue turned slid selling fish went processing boat bag salmon spend next days bottom fish hold thousand lbs fish refrigerated sea water pumped one deckhands found bottom threw bag rice got back me worked great sound issues first ear speaker corrected self dont know luck good engineering both figured needed give review getting back working that great camra good data storage pretty average that,5.0 out of 5 stars
theoretically speaking overall dreadful pros variety security features face recognition iris scanner fingerprint scanner option choose themes however cons definitely outweighed pros cons definitely obvious lack battery life poor picture quality an iphone better camera phone constant updates since september not happy it heads looking purchasing phone,3.0 out of 5 stars
wife recently purchased thru att authorized store loved look feel first worked great however within days stopped working displaying network available error code screen problem is home phone older samsung active also att working definitely att network service available turned times still signal finally using phone called att customer service forty five mins later numerous instructions att agt using phone finally managed get running agt stating found error part store sales clerks initial registration process ok fine fast forward days later problem shutting reason back customer service using time would not allow make outside calls text messages giving network available error code yet would allow dial customer service using however another long conversation att rep who time suggested taking back store sim card replaced days old since purchase exactly store clerk changed sim card still didn't work tried sim card visit didn't work either store clerk erased electronic serial number system retyped ser back in reinserted sim card rebooted finally worked days problem occurred again problem is town funeral needed dependable phone frustrated now att store switch sim card back old iphone least always dependable not exciting thus safe trip least far could count again returned home funeral days later immediately called att customer service explaining problem another min conversation wanted send refurbished replacement paying new charge for not refurb price refused refurb att rep finally told making note file recommending selling att store take back also called samsung directly rep told take back store factory reset sending samsung warranty repair samsung rep sure would likely fix problem took back att store bought it demanding new phone since couldn't seem fix it refused stead sent sixty miles road atlanta corporate att store mgr selling store stating sure corporate store would replace it att rep recommending same corporate store mgr indignant rude emphatically refused stating selling store replace it now several att dog pony shows failure part right thing wife enough drove sixty miles back selling store dumped non working well samsung tablet also talked buying s demanded refund receipt returned equipment att store clerk didn't authority immediate credit stating would get owner next days seven days credit acct drives back store talks clerk again immediately credits acct credit card eqpt store clerk admits samsung returned within last week similar problems meanwhile days later samsung factory rep comes att authorized store poo poo's apparent s's problems stating probably bad batch phones explanation well wife feels pretty much snake bit samsung att uncalled ordeal probability going change verizon carrier sure surmised not purchasing samsung anything scared appears lack current quality control samsung's part compared good reputation past att customer ten yrs surprised disappointed learn att's apathy argumentative nature failing back proper service sale additionally att cell customer line since formerly bellsouth long time direct customers seeing treated also considering looking elsewhere different carrier equipment continuously customer yrs company carrier problems handle problems either insures brand loyalty causes look elsewhere right thing start give new worked refused that possibly expect future currently paying almost month att direct service even not motivate replace phone time less month old sincerely hope experience att samsung better one was overdue upgrade living thru experience causes great pause considering new samsung product inspite fact active several yrs no problems never looked another cell network provider yrs att service feel compelled least see provide,2.0 out of 5 stars
pretty goodwater resistant solid build quality battery lasts decent amount time compared iphone got rid of charges quicklyinterfaceoperating system could easier use siri easy bixby character difficult hope gets updated soon make much better needs it,4.0 out of 5 stars
didn't buy amazon buy unlocked try activate network bring device provisions need ask isim card csim usim type sim cards not work,5.0 out of 5 stars
paying almost dollars case think wouldn't break screen shattered twice now i've never broken life i've never dropped either one minute fine next shattered purse day next cloth wallet never set purse get hitleaned onthrownetc pull shattered i'm frustrated angry something expensive would break apparent reason twice could give stars would absurd want money back,1.0 out of 5 stars
two stars expensive upgrade not problem trouble casting chromecast home app sound pic trouble connecting bluetooth cannot connect pioneer system truck not pair quick search revealed common problem model,2.0 out of 5 stars
gets scratches way easily might last samsung buy,2.0 out of 5 stars
nicest little cell slippery like bar soap clean design powerful insides better camera iphone complicated features even repair manual might help understand best samsung flagship since galaxy,5.0 out of 5 stars
looks cool bunch crazy features good camera video screenkey pad horrible barely even use letters writing push  times finally works also text predictionswype horrible iot not word use always suggested among gibberish words letters don't work aren't recognized trying swype words got free work cant complain much choice would back motorola droid turbo second,3.0 out of 5 stars
really disappointed stopped working exactly one year never dropped remember recently every time use call swap functionality freezes time stopped good took technicians opened checked battery fix money wasted,1.0 out of 5 stars
lasted two years losing ability charge low temperature error poor reception,2.0 out of 5 stars
great let one major flaw super scratchy screen past step up love display memory speed color would given stars days already bunch scratches screen deep enough pick fingernail never problem previous samsung phones fact went caseless entire year life s picked one scratch fell floor truck once treated different not dropped otherwise abused still noticeable scratches marks alone makes do not buy book maybe half price not seriously think screen isn't even glass plastic big step backward samsung,2.0 out of 5 stars
best i've yet beautiful display advanced features takes beautiful pictures fast charge long lasting battery life charged didn't charge two three days lot last flex wasn't big decided back samsung happy decision would recommend anyone definitely give go pretty expensive worth it great phone,5.0 out of 5 stars
i'm not sure get used coming nexus since  screen nexus  didn't expect huge difference is super narrow width normal ratio phone appears much smaller person expected ordered itthat may able adapt to curved edges horrible not make appear even narrow things edge slightly distorted color unless look dead on even see bit distortion discoloration curved edges angle unbearable way edges darker rest screen especially noticeable screen solid light color edges blue tintthis alone deal breaker me hard look at flat even surface would much better don't predict gimmick catching on least hope doesn't,2.0 out of 5 stars
i'm going get rid bixby i'm tired taking phone,3.0 out of 5 stars
one best phones iphone years never tried android phone thanks campaign opted try first time loving it biggest positive display even camera good feel went totally wrong fingerprint sensor placement design great,5.0 out of 5 stars
awesome phone look features never worry storageit like everything want pack device love features itself samsung great job creating like this,5.0 out of 5 stars
year one month best ever had camera point shoot screen amazing recently kept restarting shutting down sent samsung since month warranty pay dollar fee not big deal untill received device say going dollars repair unacceptable never buy another samsung again,1.0 out of 5 stars
pants pocket screen scratched two days never put anywhere else would endanger it nothing pocket too friend dropped couch carpet shattered well bad software camera great cannot recommend phone,2.0 out of 5 stars
like surprised several times every day something different youi like hardwareterrible software layers layers needless annoying complexity don't want need worst thing unpredictable today could not answer incoming call even though hand browsing internet chrome could hear ring interface answer day two ago got no interface shut lookout scream feature sometimes get proper interface times not full surprisesbixby useless annoying well battery charging screen getting hassle time sometimes pattern swipe past screen two pattern again why knows next time might differentsamsung stick hardware let google software give people android stock phones stop trying compete partner please please samsung didn't waste money paying designers developers add garbage degrades phone would probably better cheaperi think letting answer calls job one phonemine fails basic tasksometimesbecause clogged bunch kludgy garbage software disappointed,2.0 out of 5 stars
great phone feels great hand bluetooth finger print sensor works great takes hours get use back,5.0 out of 5 stars
still android sep  completely outdated firmware lot bloatware device unfortunate upgrade policy great hardware software firmware sucks never samsung much behind,1.0 out of 5 stars
screen cracks easily  dollars not covered manufacturer's warranty don't need drop crack screenthis warning google samsung galaxy s screen see come withif samsung doesn't issue recall may soon class action lawsuit,1.0 out of 5 stars
fine god help customer service issue absolutely worst that's saying something companies like comcast existence samsung takes cake ignore long humanly possible do not reply alllet alone hours promise to manage get touch them they'll transfer times telling department need closed pay att month i'm stuck never purchase another samsung product long live recommend don't eitherthey don't care theit customers all,1.0 out of 5 stars
good reviews sound like written samsung employees sellers seriously one worst samsung phones i've ever purchased i've different versions last six years swipe feature used texting often not pick odd nonexistent word instead one want voice text feature almost useless seriously can't tell want comma placed old could even yelling clearly results almost half wrong words features gone backwards least generations usual battery life sucks play games use consider pretty normal amount throughout day charge won't even last day i'm typically recharging around pm full charge night touch response terrible often hit screen several times get select want this may partially result gadget guard black ice screen guard glass cracks super easily infinity screen offers nice view pictures videos normal person holds onto naturally touch side allows select random things jump away whatever doing i'm not apple fan even though husband son trying convert me wish samsung would get together i'm not swearing damn thing everyday money wish back frustrating,2.0 out of 5 stars
really well made nice feel hold hand recommend taking accident protection plan much criticized bixby not bad need spend time train assistant works great never expected another company beat apple build quality looks intuitive interfacesamsung proved wrong love,5.0 out of 5 stars
thing don't like bixby placement button every time picked phone hitting button activating it annoying hell finally found deactivate entire app button love phone,4.0 out of 5 stars
features good durability horrendous glass way fragile fell carpet with case screen cracked forth samsung s  others held well consider cost repair insurance cost phone disappointing,1.0 out of 5 stars
actually bought bestbuy absolutely loved first year right came warranty really nasty screen burn manifested fixing costs like,2.0 out of 5 stars
hard express disappointed phone hardware incredibly fragile without bulky case screen inevitably break sooner rather later months battery losing life already software bad keyboard jumpy autocorrect always giving terrible suggestions sometimes clears i've typed entirely apparent reason bixby constantly trying insert life interest it apps constantly crashing performance generally underwhelming making frustrating use one redeeming quality waterproof however doubt still screen cracked able to would back much higher quality opinion,1.0 out of 5 stars
heats way much five months using stopped working won't advise anyone buy,1.0 out of 5 stars
love camera love phone love memory card slot love speed could put battery worth would give stars,5.0 out of 5 stars
galaxy due upgrade needed new battery too decided get plus days not think get new battery use that like upgrades love love love camera mind own,3.0 out of 5 stars
describe entire review as last samsung never recommend samsung phonefirst positive points camera great personally think better taking pictures difficult lighting conditions iphone plus usbc connector wireless charging oled display minus curved screennegative samsung terrible providing updates at least year behind everyone else pathetic considering top line phone curved screen worst design period tempered glass screen protectors not stay days bixby button placement terrible gets triggered often can't disable bixby button remapit something actually useful fragile screen broke fell car less foot height hit seat rail repair cost insane payed get screen replaced ubreakifix samsung official repair center get repaired times top it third time bring drive miles round trip everything working like supposed first screen repair microphone would not work jack stopped working last repair technician said cautious getting wet likely not going hold cut losses payed bit extra get new iphone plusoverall disappointed samsung phones,1.0 out of 5 stars
great return tmobile unlocked doesn't video calling predictive text branded tmobile devices this,5.0 out of 5 stars
top screen burn issues galaxy spontaneously failed year use avoid brand possible,1.0 out of 5 stars
research see breakable ever mine cracked twice  without dropping  even though samsung case designed protect it great monthly deductible drive broke no pun intended,1.0 out of 5 stars
nexus stopped working didn't want fork money pixel decided get sumsung part tmobiles buy one get one free deal boy mistake galaxy complete junk compare nexus first fingerprint reader right next camera easy mistake camera finger print reader not looking usually takes several tries unlock phone second one speaker bottom compare stereo speaker yes make difference third curve screen completely sucks warps videos side webpages ebook lastly today still doesn't support latest android software already supported it honesty choose would chosen v pixel iphone heck would've chosen old phone yes please stay away phone definitely not worth price,2.0 out of 5 stars
iphone user years decided give try stable solid awesome screen resolution security enhancements iris log one example pins passwords enter far well pleased not miss iphone,4.0 out of 5 stars
samsung galaxy extremely helpful features provides also looking really beautiful time snapdragon processor allows run appropriately fast allows user able run programs couldn't run previous generations four gigabytes ram new samsung galaxy allows two windows time allows great multitasking even though internals powerful externals good even better galaxy far one sleekest phones infinity screen beveled edge screen gives real estate allows give nice wide angle view look amazing applications beveled double edge looks really nice also useful addition gives option incognito quick menuthis menu ever growing amount possibilities holds top contacts top apps whole selection extra pages bar ranging far notepad full calculator come handy real quick math samsung app store galaxy one best battery lives last nearly whole day full charge general use also durable even though whole body made glass sure take massive beating well water resistant many features hard mention one best not best market right now,5.0 out of 5 stars
reliable that's like it smooth slippery glass front back quite possibly fragile thing i've ever touched frequently venture far safety bed someplace afflicted ravages gravity device wrong choice,2.0 out of 5 stars
repair stores lovei've owned cell phones since bought broken exactly zero screens year i've broken screen three times glass back once  no case protect sufficiently although fair not yet tried foampadded aluminum briefcase handcuffed wristif live area gravity strongly recommend select different device,1.0 out of 5 stars
screen literally cracks easily,1.0 out of 5 stars
fine form factor line modern phones biggest issue samsung's software incredibly slow update times latest operating system resulting users dealing sluggish user experience since they're using older operating systemyou better price point buy one want cheaper google pixel better updates,2.0 out of 5 stars
not happy phone incomingoutgoing calls issues call mins audio gone person cannot hear hear them please not buy version phone waste money googled found lot people going thru issue without fix need call amazon returning,1.0 out of 5 stars
stars rube goldberg cell phones idk giving star give least one everything wrong nutshell bixby button misplaced fingerprint scanner misplaced speaker annoying side tab edge screen really expensive promise not like phone unless drive slow passing lane,1.0 out of 5 stars
excellent around customizableusb port broke within months wirelessly charge now,5.0 out of 5 stars
great cons comes it gets scratch easy front back get screen protector  case asap not regret it sure did,3.0 out of 5 stars
liked last version better glitchy bixby annoying autocorrect seems dumber old ai curved edges mess touch screen camera little better doesn't make overall poor performance not impressed all,1.0 out of 5 stars
earlier year someone made fun old guess sticking around head inexplicably bought prime day sale i'm ready say things itare flagship phones worth pricenono worth price cost could replaced aging laptopis nice phone sure screen seems gather fingerprints old aside don't complaints top head major problem i've already stated value flag ship far retail price don't like me not actually high school fast running excuses succumbing peer pressure none need phones there's plenty crap spending money on,3.0 out of 5 stars
exactly described using quite while no problem all good good price happy,5.0 out of 5 stars
works perfectly plop carrier sim card works great don't get forced app downloads take memory,5.0 out of 5 stars
sadly one worst smartphones ever owned especially disappointed camera atrocious pictures video noisy low quality ridiculous price unacceptable owned galaxy previously camera superior one phone,1.0 out of 5 stars
year now issues able choose verizon straight talk,5.0 out of 5 stars
going review consider important features phonescreen  literally beautiful display ever seen first wasn't sure whole curved screen thing going play one day already questioning could ever back normal flat screen awesomebattery  put thing paces first days used youtube ton played bunch games get feel fast battery drains make short point could obviously drain whole battery turned brightness max played graphics intensive games hours we're talking moderate heavy use average adult thing last day without even making critical levels think lowest i've seven seen battery normal day's use lots texting calls games youtube videos like storage  pretty simple review this probably enough people even not insert microsd cardcall clarity  first didn't realize calling feature on made caller's voice seem super digital weird didn't like it switched off improved quality wasn't best i've heard means bad not bestfeel  long phone small hands might want play around little buying large hands isn't much problem me see might become issue othersspeaker quality  pleasantly surprised volume quality speakers don't get wrong cell speakers compared phones s's sound averagefeel  thing sleek bought minimalist case loved way felt hand times moment panic couldn't feel still pocket prone dropping phone suggest getting protection plan rugged case not dropped mine yet easily imagine single drop hard surface waist level breaking screen lands directly it screen supposedly pretty tough wouldn't test itif think things review update this think that's say samsung overall i've never felt impressed new,5.0 out of 5 stars
screen gets horrible reviews wish knew got it even good protective case broke,1.0 out of 5 stars
hasnt infrared portthe screen long not height,3.0 out of 5 stars
pretty good month ans class dropped fell pocket screen shattered never cheap screen want dollars replace it,1.0 out of 5 stars
love design nice sleek easy handle quick tons memory witch wonderful added extra storage top that camera best yet clear captures true light colors family iphone lovers however one made switch up one fastest running phones i've owned yet absolutely love,4.0 out of 5 stars
everything works phonebut looking carrier features like voice quality video calling wifi calling not device you unlocked support features trade carrier bloat ware carrier call featuresbut one rock solid phone,5.0 out of 5 stars
overall really good phone actually like fingerprint scanner location bixby button extremely annoying reason gave stars instead,4.0 out of 5 stars
amazing never get wireless charger oculus great best doubt,5.0 out of 5 stars
one missing earphones charger broken scratched perfect condition,1.0 out of 5 stars
good,5.0 out of 5 stars
good good good,5.0 out of 5 stars
not good choice paid money verizon emails calls messages take days get live city notification voicemail built in would not buy again,1.0 out of 5 stars
still loving it,5.0 out of 5 stars
king here prepare ass whooped apple,5.0 out of 5 stars
look guarantee international version something goes wrong track manufacturer whatever country could see takes repair case bought international version amazon would not take responsibility malfunction seller appeared weeks purchase samsung usa not manufactured usa track manufacturer happened east asia shipped guarantee finally decidad not do stuck everything except talking function callkind regards,1.0 out of 5 stars
scratches easily,4.0 out of 5 stars
battery sucks turn battery saver survive day 'ok google' not working phone bixby worst,1.0 out of 5 stars
amazing phone looks good functionality seamless,5.0 out of 5 stars
love ,5.0 out of 5 stars
love phonedeviled fast love,5.0 out of 5 stars
nice improvement,5.0 out of 5 stars
cannot stand phone round edges sleek not user friendly hard tap apps tap curve phone connectivity seems not good seems verizon problem general days also slide answer button incoming calls sometimes fails slide connect look elsewhere not latest greatest smart phones,2.0 out of 5 stars
love,5.0 out of 5 stars
ordered samsung galaxy s take gift madagascar person opened realized samsung not paid full price it,1.0 out of 5 stars
perfect budget price,4.0 out of 5 stars
best ive owned,5.0 out of 5 stars
disappointed purchase att service provider limited cell service home someone suggested turning wifi calling improve cell service not find wifi calling option unlocked cell phone went att store advised since not purchase att features wifi calling would not available disappointed unlock not features attcarrier purchased phone,1.0 out of 5 stars
bought samsung unlocked my best ever purchased everything runs smooth decent battery life samsung great job def worth investment,5.0 out of 5 stars
great phone many upgrades previous phone,5.0 out of 5 stars
well course awesome galaxy great no problems getting hooked att,5.0 out of 5 stars
beast,5.0 out of 5 stars
not buy amazon far reliable market,5.0 out of 5 stars
love thru verizon,5.0 out of 5 stars
came quickly works great exactly advertised,5.0 out of 5 stars
month using stopped working own,1.0 out of 5 stars
great looking not good daily driver slippery edge edge screen prone accident touching keep tapping icon accident holding phone bezels thin really problematic apple much better accident touch detectiona case help issue can't fix really weak battery life typical daily use noon time requires charging luckily fast charging include bigger battery not smallerthe new touch screen home button confusing awkward use used pixel nexus new home button mimicks physical one performs slowly responsiveness really find home button doesn't press anywhere bottom activate itthe screen also seems lag behind edge responsivenessthis not good pokemon all battery life sucks isn't much faster edgeplus side camera screen quality great not huge leap edge,1.0 out of 5 stars
want sample trial period item,5.0 out of 5 stars
would probably good not super annoying bixby app cannot turn off,1.0 out of 5 stars
first foray android got samsung gear smartwatch i'm happy both,5.0 out of 5 stars
assigned work phone already seeking buy move sim type this thought beveled edges good idea,1.0 out of 5 stars
amazing,5.0 out of 5 stars
cheap breaks easily,1.0 out of 5 stars
keeps losing internet connection requiring tmobile reset,1.0 out of 5 stars
ok infinity display ridiculous case protect drops years stolen no problems mild drops put otter box month broken screen extremely short drop retarded screen wasn't sticking out nothing would broke brilliant idea samsung point this anyone know maybe sell screens,2.0 out of 5 stars
first new pink line within first days replaced andbattery dies within half day replaced andnow not turn onoff first daywaste money not good quality product,1.0 out of 5 stars
not purchase phone calls people contact list day opens applications day can't turn bixby calling opening apps indiscriminately samsung says way disable turn sensitive bixby button no bixby application button open bixby could turn sensitive bixby button butt dialing pocket dialing issue sensitive home button opens locked sensitive bixby button opens locked camera lock screen opens camera starts taking pictures holding applications near edge screen hand open,1.0 out of 5 stars
like putting super slim technological wonder mammoth case fine otherwise buy insurance prepare replace lot screens,2.0 out of 5 stars
everything samsung makes crapto make worse worst customer service warranty process intentionally designed make legitimate claimants give up that’s fact look up  people bought crappy samsung product try get samsung stand behind product give process headache it’s worthbuy goods companies stand behind products actually want make quality products stay true word,1.0 out of 5 stars
love galaxies want buy don't want dual sim cos that's nigeria  though want use nigeria,4.0 out of 5 stars
enticed samsung's trade program sent perfectly working iphone samsung charged card mentioned not qualify rebate program bait switch program samsung explanation good working iphone not qualify trade programbe aware samsung's trade program fraudulently charging credit cards based trade program,1.0 out of 5 stars
abs garbage yeah pictures great i've dumped screen replacements new batteries unless money don't buy phone,1.0 out of 5 stars
get bixby,1.0 out of 5 stars
not work caller calls show unavailable voicemail texting pictures carrier says defective something way unlocked,1.0 out of 5 stars
dissapointed broke inside minor drop not even five days recieving will longer buy samsung products fragile exspensive whats point waterproof easily breaks dry land thats help fish not using apple products,1.0 out of 5 stars
dollar pile whale terd anything better junk,1.0 out of 5 stars
never dad told see extraordinary also comes different ways,5.0 out of 5 stars
samsung devices terrible poorly made,1.0 out of 5 stars
don't know version doesn't support arabic interface middle east countries bad,1.0 out of 5 stars
days screen scratches,1.0 out of 5 stars
sucks,1.0 out of 5 stars
years apple bye bye apple i'm done holding realize apple stopped innovating far beautiful sleek fluid thin light weight designed ever offered infinity screen stunning human eyes speed processor amazing,5.0 out of 5 stars
beware negative reviews seller reviews people bought used products private seller got something not covered amazon buy new amazon don't know shop suggest double check item coming cart check out pay attentionafter owning long enough familiar it thought would leave decent review outlining pro's con's well neutral's review follows see end comments unlocked verizon use unlockedpro's sleek design nice screen overall great phone cameravideo recorder amazing simple that took amazing outdoor indoor even low lightno light pictures genuinely impressed not expecting good see last pic photo taken s pixel ratioscreen size got not want huge computer pocket plenty room it fast processor even battery settings set mid level which changed personal preference still fast enough anything throw it ram storage ration perfect plenty ram handle multitasking plenty storage handle videospictures room expand storage also getting much better bigger entry level eat heart apple great speaker mean wow thing get's loud also not expecting great sound trouble hearing anything even loud environment seriously amazed here power savingbattery life simply put amoled allows amazing battery life mah batter holds well well much better iphone fast charging lowest battery charged hour amoled screen stated helps battery life that plenty brightness picture clarity also carified screen size pixel ratio simply stunning notice game alot picture zooms probably much s accessories headphone jack headphone jack lol accessories came great fast charging cable typec mini usb extension usb typec extension well headphones simply amazing too far best owned far ear buds go don't pay good quality here material great come extra different size earbuds water resistance not tested it probably never will great feature still don't recommend dunking phone pocket settings option keep screen pocket something like purse simple that butt dial probably not navigating settings well enough keep mind android lot settings would wise including basic options samsung offers widget size actually adjust size every single widget fit apps pages well default home row also change lock screen apps want all personally camera app lock screen keep apps single page folders weather google search bar mic button lastly control panel quick access bluetooth autosync buttons etc etc one page plenty empty space half screen even still empty thank much resizeable widgetsneutral bixby button button volume buttons nothing there however disable bixby reviews failing realize also failing outline how see end review simple instructions length i'll admit pretty long maybe used older smaller phone one handed operations going take getting used to mindful edges screen too much palm scrolling not see negative still takes getting used outlined pro's section overall screen size perfect edge lighting bit torn one seems cool pretty much useless basically notification notification would tap twice unlock well imho look really cool samsung needs give control it always display also turned off find useless not negative means feel definitely cater users enjoy always able look phone personally disabled honestly looked it color settings always disliked samsung's default colors especially tv's however option change liking chose basic setting even option change balance let's arrange set liked color boxes whites blacks liking kinds options personal preference really great setting however neutral not pro simply enable rich color default recommend changing suite eyeballs lock screen clocktheme settings order change lock screen clock register samsung themes install theme somewhat custom this deactivated account setting retained well still neutral feel samsung incorporate way change lock screen clock default couple preset clocks standard one imho ugly not aesthetically pleasing readcon's typical android settings everything always on not samsung issue android recommend going every single option every single app change every single setting sometimes take first week owning android get right also almost always huge impact battery life settings submenu's settings please navigate android settings poor battery life not due all due negligence laziness ok google seems always on even turned googles settings search bar turned settings google reason say two naughty words still comes up however not set up asking set up thing bixby almost negative not want mic on all think samsung needs address anything else even bixby issues people not liking failing change glass not strong means not feel like cheap pos glass belongs negative drop prone even not easy make mistake overall looks amazing need glass backing too highly recommend get case fact drop prone get big durable case like otterbox screen protector risk always smart phones glass seems pointless said never dropped point broke fingers crossed knock wood finger print scanner stupid placement finger print scanner right next camera lense come on personally not use all wanted take picture would cleaning lense soon unlocked it nobody wants take unclear photo used finger print security feature like google one feel any apple best one home buttonon side note unlocked used carrier not pay attention buy from least leave sellers review instead product review negative reviews this please pay attention buy new amazon only not ever recommend getting refurb kind product buying private seller regardless rating never knowas bixby not set hold home screen like adding widget scroll left hit button turn off not remove it stop doind whatever crazy stuff reviews talking about issues bixby turned off also make sure settings including subsettings imbedded android like background data usage etc etc turn off people battery issues guarantee not s's fault android would not get better life ios failing settings settings every single one week find every nook cranny lotoverall amazing list pro's con's neutral's simply take opinion recommend phone least position think try it local store pick one display play it not owning it torn google pixel one dropped price made decision much easier like idea bigger phone however kept thinking big would pocket went standard happy did lot fishing hiking outdoor stuff  time try keep around pocket case emergency usually off no signal anywaysany review stating mostly negative opinion opinion probably bit trollish not research made impulse buy think get used complaining things outlined here one blame you give try navigate settings get used android don't drop lol thank reading,5.0 out of 5 stars
not buy amazon warehouse sure great one received missing sim card cover conductor plate earphone so sad say christmas ruined amazon warehouse wish actual working order not even sure review through amazon cancelled previous review product,1.0 out of 5 stars
owned galaxy since galaxy nexusi've always felt samsung's touch wiz gimmicky looked cartoonishthis last months coming nexus one axon vi really liked lg v cameras axon front facing speakers one twere smooth decided trade si initially going get google pixel prices still high besides camera not much appealed methe damn sexy front screen like size fits perfectly handsi don't think back phablet phone screen vibrant clear flip cover case works well tootouch wiz toned remember still lot bloatware quickly disabledi guess like screen shot options offer take screen shot many ways annotate make gifs etccharging pretty fast battery lasts day included headphones really good can't wrong akg look cheap sound superb i'm using face unlock really fast finger print set too face unlock faster convenient guess someone always hold picture right haven't tried yet finger print sensor takes little bit get used to finger naturally goes camera located need fully press sensor get unlockthey move camera corner like phonesusbc awesomebluethooth awesome stream separate bluetooth speakers time one slight delay thoughi gripeseven though aperture camera not wide angle take really good pictures videosmy gripe single speaker c'mon  flagship phones stereo speakersget rid bixby let use google assistby default display set fine me always set wqhd x i'm not sure much battery using did still like samsung lets put card comes otg adapter plug usb sticks too edge panel ok still getting used it live without itthis tons features too i'm not going list all overall best smart i've ever owned hopefully holds well next years,4.0 out of 5 stars
advertised samsung limited warranty new reallyi bought two phones jan recently one phones developed occasional blackouts poor energy consumption brought samsung repair facility told warranty expired july shocked rushed home called samsung confirmed information registered phones samsung website confirmed two new unlocked phones fact verizon phones warranty expired july phonesi brought bad battery samsungowned service facility greenwich street nyc hope maybe mistake confirmed used expired warrantythe phones returned full refund getting refund required repeated calls email exchange seller initially indicated refund not possible day period lapsed whole experience stressful waste time flushed two days life toiletthe moral story always check imei numbers buying cell online including amazon immediately  better idea not buy cell phones online got damn phoneas brand new celll carrier fifty bucks each,1.0 out of 5 stars
using old large bezel switch galaxy spectacular could not stop staring screen first saw it much it using couple months created list love dislike productprosscreen amazing brightness resolution sizecameras spectacular images sharp crispopposed contrary belief fingerprint scanner back easy reach responsivebattery life good also charges quickly included fast chargerhas video enhancement game enhancement modes need extra brightness performance screen resolutionconsfeels delicate easily solved caseglass back fingerprint magnet easily solved casebixby button confused volume button also bixby software not best moment new product lots potentialoverall great great experience far would recommend,5.0 out of 5 stars
galaxy little bit great far love fast is love little things it screen absolutely phenomenal curve screen body ratio fingerprint scanner great know majority don't like position works amazing fits well hand cases feel nice luckily not dropped yet hope ever withstands drop would likely pocket chest height switching galaxy s big change glad made it anyone thinking getting phone would say it everything could want more torn pixel almost internal hardware mm headphone jack can't beat companies away it love not able plug dongle want quickly listen music watch short video honestly know bias towards samsung products everything also friendsfamily amazing made great phones appliances everything make top line that's truth,5.0 out of 5 stars
expecting something amazing upgrading old note falls short expectations battery life disappointing even apps sleeping one thing needs addressed fixed larger battery cell big probably something consumers would with also don't really like absence home button bixby button left side ridiculous think pressing volume button instead get bixby screen pop up i've yet use google assistant works like charm wakes ok googleon side qualifies sprint's year free unlimited bring plan,4.0 out of 5 stars
